step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
330,CASH_IN,18535.54,C1842082022,6058322.61,6076858.15,C1395345096,201050.66,182515.12,0,0
596,CASH_IN,276050.27,C699942148,163817.37,439867.64,C1829300505,5346159.48,5070109.2,0,0
354,CASH_OUT,87271.29,C1323031208,12263.0,0.0,C1604198274,0.0,87271.29,0,0
186,CASH_OUT,151562.05,C474888495,351.0,0.0,C2010000583,221560.42,373122.47,0,0
163,PAYMENT,24527.06,C315183515,163873.44,139346.38,M1376459430,0.0,0.0,0,0
330,CASH_IN,49815.21,C1089766788,425839.36,475654.57,C1157236631,84846.95,35031.74,0,0
403,PAYMENT,6250.74,C999886207,104474.0,98223.26,M1076324998,0.0,0.0,0,0
401,TRANSFER,746558.66,C206125176,5860.0,0.0,C972691480,793764.87,1540323.54,0,0
8,CASH_OUT,234564.8,C1526009243,0.0,0.0,C1218365329,1294453.3,1347353.23,0,0
38,CASH_OUT,57397.09,C345107649,953899.14,896502.06,C1039626676,734304.39,791701.47,0,0
263,CASH_OUT,109531.71,C1904794503,0.0,0.0,C1703788259,2540269.34,2649801.04,0,0
44,PAYMENT,4958.67,C334191655,377416.14,372457.47,M900599276,0.0,0.0,0,0
400,CASH_OUT,333361.23,C2021182196,15974.0,0.0,C470996025,0.0,333361.23,0,0
205,CASH_IN,189291.52,C859982365,23706468.97,23895760.49,C1454031203,10917553.16,10728261.64,0,0
236,CASH_OUT,109520.22,C1998489717,90874.0,0.0,C453211571,13224771.2,13334291.42,0,0
276,CASH_OUT,91628.79,C1783378927,6512.0,0.0,C581631439,0.0,91628.79,0,0
209,CASH_OUT,155870.36,C1321535697,159977.28,4106.91,C1756571603,859400.23,1015270.59,0,0
45,PAYMENT,2951.72,C718247414,0.0,0.0,M315837754,0.0,0.0,0,0
252,TRANSFER,194732.08,C956395001,0.0,0.0,C661773095,5581238.93,5775971.01,0,0
188,CASH_OUT,142897.78,C2034811863,972.0,0.0,C116798332,292371.62,435269.4,0,0
251,PAYMENT,36528.73,C1310242149,210434.69,173905.96,M118444996,0.0,0.0,0,0
20,CASH_OUT,29542.73,C999830574,21888.0,0.0,C1468563746,628934.11,658476.84,0,0
14,PAYMENT,2018.66,C870137037,0.0,0.0,M543566794,0.0,0.0,0,0
34,CASH_OUT,258423.81,C343204010,8173.0,0.0,C611301634,0.0,356574.52,0,0
287,PAYMENT,11041.25,C311485650,0.0,0.0,M1735767310,0.0,0.0,0,0
249,CASH_OUT,179606.34,C1981720575,10255.0,0.0,C604107597,2842917.12,3022523.46,0,0
255,CASH_OUT,72788.16,C861263568,0.0,0.0,C445849964,571663.34,644451.5,0,0
187,PAYMENT,473.64,C1151127086,0.0,0.0,M2073335096,0.0,0.0,0,0
546,CASH_OUT,193599.64,C1307634496,20118.0,0.0,C260807732,285729.78,479329.41,0,0
20,DEBIT,4698.54,C2112178702,1554.0,0.0,C2085851946,1312810.85,1317509.39,0,0
42,PAYMENT,5929.24,C1943777556,0.0,0.0,M95838906,0.0,0.0,0,0
300,CASH_OUT,109442.77,C1755072322,315969.0,206526.23,C392085685,6529216.58,6638659.35,0,0
401,PAYMENT,1098.54,C12764235,0.0,0.0,M242757465,0.0,0.0,0,0
230,PAYMENT,60438.04,C995805021,154343.05,93905.01,M338014887,0.0,0.0,0,0
155,CASH_IN,376967.94,C1266648518,2004924.02,2381891.95,C594040210,3203445.27,2826477.34,0,0
235,TRANSFER,2319673.55,C1965561675,16091.0,0.0,C2015260846,0.0,2319673.55,0,0
280,CASH_OUT,29171.23,C1348976374,31027.0,1855.77,C1521579705,681017.99,710189.22,0,0
43,DEBIT,462.2,C1091840164,157904.99,157442.79,C376078213,483992.59,484454.79,0,0
374,CASH_IN,288955.35,C47566513,25391.0,314346.35,C1690706020,112900.37,0.0,0,0
154,TRANSFER,1008227.44,C1020782954,0.0,0.0,C1553728936,3102107.92,4110335.36,0,0
353,CASH_OUT,219268.53,C994402178,0.0,0.0,C836988135,694541.91,913810.44,0,0
210,CASH_OUT,25028.87,C592484315,394.0,0.0,C590785954,0.0,25028.87,0,0
230,CASH_IN,342391.54,C318032227,9993570.49,10335962.03,C1872528082,361775.7,19384.16,0,0
570,PAYMENT,23897.24,C787509127,0.0,0.0,M1323201547,0.0,0.0,0,0
348,PAYMENT,481.02,C1864836437,0.0,0.0,M1273813997,0.0,0.0,0,0
42,PAYMENT,9172.41,C380498514,340265.76,331093.36,M1758876620,0.0,0.0,0,0
399,CASH_OUT,161804.68,C1855400207,668.0,0.0,C1112173533,0.0,161804.68,0,0
180,CASH_IN,234453.16,C1800127103,427913.0,662366.16,C1963254865,56705.81,0.0,0,0
20,PAYMENT,7460.04,C984062521,0.0,0.0,M1049500054,0.0,0.0,0,0
130,CASH_OUT,462858.23,C1394858395,385.0,0.0,C2034379316,484054.96,946913.19,0,0
331,PAYMENT,18255.06,C872872731,81237.0,62981.94,M776627301,0.0,0.0,0,0
137,PAYMENT,1862.6,C193814122,0.0,0.0,M1453691077,0.0,0.0,0,0
253,CASH_IN,1614.32,C1471808240,23147448.92,23149063.24,C1882047137,2994647.42,2993033.1,0,0
227,CASH_OUT,385109.29,C627657099,0.0,0.0,C610008455,1016063.27,1401172.56,0,0
322,PAYMENT,47439.65,C1283950691,0.0,0.0,M1512808487,0.0,0.0,0,0
204,CASH_OUT,152327.8,C1340715157,90482.0,0.0,C1220517543,196577.93,348905.73,0,0
334,CASH_OUT,357601.73,C1829417967,0.0,0.0,C863025041,608118.57,965720.3,0,0
280,CASH_OUT,79313.26,C1443470090,796.0,0.0,C374821296,118385.89,197699.15,0,0
158,CASH_OUT,210160.03,C1388135446,3551.0,0.0,C5317363,8734533.87,8944693.9,0,0
334,CASH_OUT,25956.91,C2039068988,0.0,0.0,C2052825559,1257531.12,1283488.03,0,0
398,TRANSFER,159066.08,C897513958,159685.0,618.92,C1692980072,588639.62,747705.7,0,0
232,PAYMENT,41046.87,C1721122235,0.0,0.0,M2028804275,0.0,0.0,0,0
260,TRANSFER,126000.37,C236616613,0.0,0.0,C1536642781,1207298.92,1333299.29,0,0
323,CASH_OUT,404623.78,C138831884,51205.0,0.0,C253339392,927178.58,1331802.36,0,0
667,PAYMENT,11139.48,C983025365,16995.0,5855.52,M1591749357,0.0,0.0,0,0
274,CASH_IN,136264.84,C501136832,969979.08,1106243.92,C1759325545,1610677.73,1474412.89,0,0
252,CASH_OUT,151700.3,C1624255422,0.0,0.0,C509498579,169020.19,320720.49,0,0
235,CASH_IN,27758.27,C918227755,2191495.26,2219253.52,C1006922154,6107558.13,6079799.86,0,0
182,TRANSFER,583653.13,C991938544,30014.0,0.0,C1960245370,168384.54,752037.67,0,0
259,CASH_IN,391752.15,C599483292,80603.0,472355.15,C1453147814,120948.41,0.0,0,0
37,CASH_OUT,355783.14,C1813260015,130559.0,0.0,C1751704925,0.0,355783.14,0,0
39,CASH_OUT,220471.62,C1620939249,0.0,0.0,C13035854,774450.83,994922.45,0,0
203,CASH_OUT,244010.48,C627146985,0.0,0.0,C522339779,2292905.65,2536916.13,0,0
212,PAYMENT,14916.41,C2064416773,139422.1,124505.68,M1021924183,0.0,0.0,0,0
354,CASH_OUT,143970.85,C1097678671,0.0,0.0,C982433147,536821.11,680791.97,0,0
596,PAYMENT,7003.37,C1719038554,55765.0,48761.63,M1385647977,0.0,0.0,0,0
306,TRANSFER,1055328.81,C2122235139,0.0,0.0,C1774959967,3726250.09,4781578.9,0,0
277,CASH_OUT,11183.62,C1662953064,59043.0,47859.38,C2102130156,3149563.61,3160747.23,0,0
134,CASH_OUT,121764.43,C330750340,30189.0,0.0,C1490504339,50577.28,172341.7,0,0
10,CASH_OUT,145526.2,C663018861,7012.0,0.0,C1154135921,367.0,145893.2,0,0
184,CASH_OUT,172424.34,C158905466,0.0,0.0,C289434098,185584.19,358008.53,0,0
18,CASH_OUT,11895.37,C1262386701,3818.0,0.0,C839877791,0.0,11895.37,0,0
592,CASH_OUT,228910.59,C1704109993,51989.0,0.0,C683218076,0.0,228910.59,0,0
451,PAYMENT,10579.58,C1829062480,0.0,0.0,M115500066,0.0,0.0,0,0
43,CASH_OUT,39858.59,C779293325,0.0,0.0,C905425275,1594872.62,1634731.22,0,0
594,CASH_IN,152748.69,C1858492155,7151.0,159899.69,C656117678,393209.6,240460.91,0,0
229,CASH_OUT,337257.08,C130995468,9933.0,0.0,C1916256413,258894.79,596151.87,0,0
353,PAYMENT,1598.55,C1038035334,0.0,0.0,M2056269059,0.0,0.0,0,0
154,CASH_OUT,73973.42,C523480751,30059.0,0.0,C1079266817,153791.23,227764.65,0,0
298,CASH_IN,100580.65,C1113758852,1297774.37,1398355.03,C1291030785,163100.57,62519.92,0,0
352,PAYMENT,27403.83,C1363120305,11937.0,0.0,M656323313,0.0,0.0,0,0
163,CASH_OUT,61828.52,C1184998944,0.0,0.0,C1974012483,230199.3,292027.82,0,0
621,PAYMENT,7651.97,C988499615,26580.48,18928.51,M1550975137,0.0,0.0,0,0
374,CASH_OUT,201107.22,C1610914112,0.0,0.0,C2138340769,2651370.36,2852477.58,0,0
306,CASH_IN,136114.99,C1166649265,55468.0,191582.99,C400624304,150269.14,14154.14,0,0
17,CASH_OUT,143149.73,C1286471933,0.0,0.0,C2001051598,262774.66,405924.38,0,0
347,CASH_IN,134179.8,C1496502303,11063.0,145242.8,C337953830,0.0,0.0,0,0
329,PAYMENT,5808.63,C1294422291,0.0,0.0,M1881237662,0.0,0.0,0,0
306,PAYMENT,1252.09,C83479986,23045.0,21792.91,M1603572534,0.0,0.0,0,0
355,CASH_OUT,87068.49,C564993186,50367.62,0.0,C1459968793,167685.09,254753.58,0,0
540,PAYMENT,2940.03,C2140980977,0.0,0.0,M1769861483,0.0,0.0,0,0
255,TRANSFER,30180.89,C276223429,307919.0,277738.11,C466387527,178303.01,208483.9,0,0
322,CASH_OUT,294849.78,C1504203552,72948.0,0.0,C189352708,243382.81,538232.59,0,0
304,CASH_IN,128099.3,C243027056,11804969.4,11933068.69,C976064467,2378695.04,2250595.75,0,0
394,CASH_OUT,344589.27,C185627242,0.0,0.0,C2112491958,553625.19,898214.46,0,0
204,TRANSFER,225876.3,C1594984787,34709.0,0.0,C1949568612,911986.29,1137862.6,0,0
132,PAYMENT,5716.17,C1792427877,113179.05,107462.87,M451930665,0.0,0.0,0,0
43,TRANSFER,657376.31,C1400129823,82727.0,0.0,C477730899,414001.21,1288348.27,0,0
378,CASH_OUT,181049.08,C1009470688,0.0,0.0,C1444427714,859008.98,1040058.06,0,0
286,PAYMENT,4376.99,C15301554,0.0,0.0,M1169015484,0.0,0.0,0,0
34,CASH_IN,284796.34,C1490359628,30144.0,314940.34,C1976064650,0.0,0.0,0,0
162,PAYMENT,6889.62,C1790319164,0.0,0.0,M1375477468,0.0,0.0,0,0
397,PAYMENT,402.7,C127476655,92693.37,92290.67,M2014959446,0.0,0.0,0,0
311,PAYMENT,5448.71,C1097868009,0.0,0.0,M2050300230,0.0,0.0,0,0
178,PAYMENT,14646.21,C1245511331,20000.0,5353.79,M1875444933,0.0,0.0,0,0
228,CASH_OUT,159416.59,C644044155,0.0,0.0,C717079204,433912.73,593329.32,0,0
306,CASH_IN,201657.7,C270921642,60220.0,261877.7,C1981829509,564440.31,362782.6,0,0
212,CASH_OUT,39225.02,C266085045,16564.0,0.0,C1746532781,8776.73,48001.75,0,0
187,CASH_OUT,62903.6,C180406954,19926.0,0.0,C1670926415,3799966.24,3862869.85,0,0
95,TRANSFER,130957.47,C1873811752,0.0,0.0,C904776956,809305.46,940262.93,0,0
333,PAYMENT,33992.77,C873736881,20761.0,0.0,M1248843968,0.0,0.0,0,0
346,PAYMENT,71923.24,C2142364501,45307.09,0.0,M18864935,0.0,0.0,0,0
303,CASH_IN,67739.78,C575460905,749332.09,817071.87,C2125791456,1280484.65,1212744.87,0,0
284,PAYMENT,5376.1,C1451740630,184509.0,179132.9,M735638449,0.0,0.0,0,0
136,CASH_OUT,414725.42,C342799432,0.0,0.0,C628805915,1019697.93,1434423.34,0,0
397,TRANSFER,814562.58,C853815401,0.0,0.0,C114168130,2692075.51,3506638.08,0,0
142,PAYMENT,6454.16,C1295078295,20550.0,14095.84,M1292736761,0.0,0.0,0,0
19,PAYMENT,8907.83,C1311630221,31473.0,22565.17,M1391970671,0.0,0.0,0,0
48,PAYMENT,1968.59,C610123893,6235.0,4266.41,M157519439,0.0,0.0,0,0
300,PAYMENT,568.51,C1910586377,0.0,0.0,M1671555082,0.0,0.0,0,0
17,CASH_OUT,4983.58,C262963761,466141.0,461157.42,C1261701662,0.0,4983.58,0,0
374,PAYMENT,17788.34,C1287282560,0.0,0.0,M1502608315,0.0,0.0,0,0
276,TRANSFER,21212.11,C314000618,25397.0,4184.89,C362555052,489461.21,510673.32,0,0
131,CASH_OUT,523482.53,C739993733,153812.0,0.0,C1962397821,87139.28,610621.81,0,0
43,CASH_IN,65588.77,C915012063,331946.19,397534.96,C1857944651,1014731.07,949142.3,0,0
207,PAYMENT,7146.48,C1449136504,158093.0,150946.52,M70185237,0.0,0.0,0,0
273,CASH_OUT,206684.66,C1613149376,8058.0,0.0,C1790751456,949588.57,1156273.23,0,0
357,PAYMENT,7852.36,C1136111914,47579.0,39726.64,M904849614,0.0,0.0,0,0
21,PAYMENT,1544.62,C2090878774,949.61,0.0,M1660386301,0.0,0.0,0,0
235,TRANSFER,286774.89,C1340677260,0.0,0.0,C461769737,2861119.62,3147894.51,0,0
330,PAYMENT,5722.77,C333413489,0.0,0.0,M1335583505,0.0,0.0,0,0
20,CASH_IN,31158.84,C1269496919,68355.0,99513.84,C1425676259,0.0,0.0,0,0
284,PAYMENT,24446.62,C1979406828,101254.0,76807.38,M117832063,0.0,0.0,0,0
307,CASH_OUT,103304.31,C374841702,14573.0,0.0,C772264506,30433.3,133737.62,0,0
359,PAYMENT,7093.18,C921545401,0.0,0.0,M253270373,0.0,0.0,0,0
201,PAYMENT,1862.83,C935749340,40953.0,39090.17,M897350759,0.0,0.0,0,0
163,CASH_IN,71684.86,C254523253,9024114.93,9095799.79,C1443243523,1994643.3,1922958.44,0,0
182,PAYMENT,20656.09,C1785632348,36574.42,15918.33,M1838057868,0.0,0.0,0,0
236,PAYMENT,2407.39,C1005389692,47308.04,44900.65,M1548824367,0.0,0.0,0,0
354,PAYMENT,23985.82,C1450602284,0.0,0.0,M60024418,0.0,0.0,0,0
154,TRANSFER,379766.51,C1997680884,12213.0,0.0,C629424212,0.0,379766.51,0,0
139,CASH_IN,152106.71,C425518848,296244.26,448350.98,C1175539896,4724892.33,4572785.61,0,0
306,TRANSFER,471813.58,C1792399375,41683.0,0.0,C1014446010,2738069.34,3209882.92,0,0
44,CASH_IN,351951.42,C1487512166,3400214.75,3752166.16,C1966732074,354108.45,2157.03,0,0
18,CASH_IN,70499.7,C1379347224,782251.18,852750.88,C1001831525,468425.28,476086.28,0,0
351,PAYMENT,21984.5,C1361553332,0.0,0.0,M94444237,0.0,0.0,0,0
309,TRANSFER,751454.06,C2111649393,4357.0,0.0,C731270331,0.0,751454.06,0,0
372,CASH_OUT,96604.18,C2005378606,248656.01,152051.83,C1735748673,818824.98,915429.17,0,0
335,CASH_IN,102547.87,C1099439778,2082811.19,2185359.06,C514722126,2157292.01,2054744.15,0,0
135,CASH_OUT,9112.17,C847737233,0.0,0.0,C79446183,473882.14,482994.31,0,0
321,CASH_IN,142194.17,C1781188738,73.0,142267.17,C1154330288,968591.67,826397.5,0,0
355,CASH_OUT,101256.74,C564020721,234219.34,132962.6,C2006452325,292527.11,393783.85,0,0
181,CASH_IN,202879.86,C1200569068,20633.0,223512.86,C1440808206,35683.22,0.0,0,0
129,PAYMENT,8682.65,C291079765,66441.0,57758.35,M311481637,0.0,0.0,0,0
522,TRANSFER,884987.52,C1615985085,0.0,0.0,C1011610395,946939.73,1831927.26,0,0
19,CASH_OUT,7499.91,C340573481,0.0,0.0,C1757877803,5258117.44,5265617.34,0,0
154,TRANSFER,348833.34,C1960720658,0.0,0.0,C1045823666,4638536.09,4987369.44,0,0
231,PAYMENT,24987.95,C1428937854,98595.27,73607.32,M417253415,0.0,0.0,0,0
324,CASH_OUT,106032.78,C1822528443,0.0,0.0,C244600002,5498068.1,5604100.89,0,0
346,PAYMENT,14605.04,C1004893873,22317.0,7711.96,M716041669,0.0,0.0,0,0
9,CASH_OUT,116181.17,C1591622019,5021.0,0.0,C1334240794,239378.08,665537.83,0,0
260,CASH_IN,215746.75,C867046180,5645135.0,5860881.75,C1008942277,401633.51,185886.75,0,0
351,CASH_IN,112974.23,C523826890,373171.5,486145.73,C117257548,356592.88,243618.65,0,0
165,CASH_OUT,179432.9,C1870190360,0.0,0.0,C966957260,5611376.73,5790809.63,0,0
283,PAYMENT,8011.59,C73989101,203355.27,195343.68,M1260244048,0.0,0.0,0,0
37,CASH_OUT,161555.9,C1745567921,0.0,0.0,C57222203,5929496.43,6091052.33,0,0
16,PAYMENT,14122.07,C298179908,10871.37,0.0,M159743760,0.0,0.0,0,0
38,PAYMENT,19301.94,C1055136015,35930.76,16628.82,M819033325,0.0,0.0,0,0
308,CASH_IN,1008.79,C1298519036,24948.0,25956.79,C876707908,2331759.46,2330750.67,0,0
136,CASH_OUT,157634.29,C1687655832,0.0,0.0,C1854739651,1429597.05,1587231.34,0,0
252,PAYMENT,32610.45,C638743433,0.0,0.0,M232475885,0.0,0.0,0,0
43,CASH_IN,90307.58,C2060068067,3088323.52,3178631.1,C1102116793,271592.96,181285.38,0,0
40,PAYMENT,43006.7,C456873862,529151.46,486144.76,M530329769,0.0,0.0,0,0
255,CASH_OUT,7863.42,C1889792580,105469.0,97605.58,C678845463,4587343.3,4595206.72,0,0
182,PAYMENT,8272.09,C2123232169,446085.0,437812.91,M584921469,0.0,0.0,0,0
189,CASH_OUT,108172.19,C67699751,0.0,0.0,C1521855742,942393.8,1050566.0,0,0
39,PAYMENT,830.5,C1872535361,21397.0,20566.5,M1437800594,0.0,0.0,0,0
205,TRANSFER,249375.05,C1085712078,0.0,0.0,C785139268,1231433.6,1480808.66,0,0
237,CASH_IN,66798.54,C116304604,2550061.94,2616860.48,C368491515,2111549.86,2044751.32,0,0
11,CASH_OUT,518350.11,C1746077889,1065.0,0.0,C1979392543,0.0,518350.11,0,0
159,CASH_IN,69828.26,C458763873,7723068.22,7792896.48,C1963587016,70189.47,361.22,0,0
229,TRANSFER,841961.12,C154766239,59600.0,0.0,C2039579563,0.0,841961.12,0,0
255,PAYMENT,3731.24,C140292022,194119.12,190387.88,M1298585130,0.0,0.0,0,0
39,PAYMENT,26219.54,C832607552,0.0,0.0,M738359651,0.0,0.0,0,0
203,CASH_OUT,8470.33,C857117702,64640.0,56169.67,C1237481939,1532853.15,1541323.48,0,0
163,CASH_IN,276544.21,C1251197258,2316.0,278860.21,C240710893,0.0,0.0,0,0
209,CASH_IN,104195.93,C157085732,1137.0,105332.93,C1197531302,22243.38,0.0,0,0
236,CASH_OUT,400812.69,C1998052313,165897.0,0.0,C336531520,3939484.95,4340297.64,0,0
21,PAYMENT,6575.55,C1899099922,336561.52,329985.97,M1359162777,0.0,0.0,0,0
207,PAYMENT,1511.68,C1319157213,0.0,0.0,M552071723,0.0,0.0,0,0
226,TRANSFER,2074560.41,C2098741337,0.0,0.0,C254886296,5745119.14,7819679.55,0,0
355,CASH_OUT,224139.98,C168568058,751.0,0.0,C1853199806,5747033.39,5971173.37,0,0
212,PAYMENT,15357.87,C898979088,49842.31,34484.44,M1792590208,0.0,0.0,0,0
277,PAYMENT,17745.83,C1030996918,0.0,0.0,M1537184940,0.0,0.0,0,0
139,TRANSFER,81948.62,C1244121612,98815.0,16866.38,C603823231,668340.41,750289.03,0,0
522,TRANSFER,1530904.78,C898927273,16638.0,0.0,C1944570403,0.0,1530904.78,0,0
331,CASH_OUT,21303.36,C2063632764,5642.0,0.0,C1325015443,411856.68,433160.04,0,0
308,PAYMENT,25321.68,C655341322,52011.92,26690.24,M9473980,0.0,0.0,0,0
305,PAYMENT,55583.54,C280063175,69123.22,13539.68,M781137851,0.0,0.0,0,0
188,PAYMENT,5356.85,C90443361,871.0,0.0,M1510080756,0.0,0.0,0,0
378,CASH_OUT,194727.28,C2139736902,0.0,0.0,C1069602646,717567.28,912294.56,0,0
380,CASH_IN,149701.28,C516793550,22268.0,171969.28,C45220518,1635029.48,1485328.19,0,0
181,CASH_IN,169907.87,C1845068621,40032.0,209939.87,C257595446,0.0,0.0,0,0
280,CASH_IN,236012.77,C808504654,10357867.26,10593880.03,C1375025861,1233893.96,997881.19,0,0
163,CASH_OUT,83244.92,C868170221,0.0,0.0,C952707553,685367.15,768612.07,0,0
397,TRANSFER,1643073.55,C942740383,5575.0,0.0,C2105726796,253978.54,1897052.09,0,0
238,CASH_IN,9840.51,C86863479,20718.0,30558.51,C1340345382,186954.52,177114.01,0,0
181,TRANSFER,967819.03,C294862933,0.0,0.0,C1086402486,1059659.94,2027478.98,0,0
332,PAYMENT,3570.57,C601013514,20645.0,17074.43,M1727118307,0.0,0.0,0,0
205,CASH_OUT,95865.48,C1858705928,21917.0,0.0,C756255512,21687.18,117552.67,0,0
495,TRANSFER,1669772.97,C641917994,357351.36,0.0,C991681264,2799476.5,4469249.47,0,0
13,CASH_IN,44026.73,C919244153,2808802.82,2852829.55,C1353290389,2010538.31,1966511.58,0,0
347,CASH_OUT,88390.38,C851644400,0.0,0.0,C1875678317,1631541.32,1719931.7,0,0
255,CASH_OUT,70098.32,C2138909911,0.0,0.0,C1192636169,1685790.58,1755888.89,0,0
312,PAYMENT,11456.35,C386324246,15998.0,4541.65,M1580536197,0.0,0.0,0,0
252,PAYMENT,3503.21,C187913024,0.0,0.0,M2095998404,0.0,0.0,0,0
183,PAYMENT,9006.19,C1796092947,13062.0,4055.81,M1018099316,0.0,0.0,0,0
394,PAYMENT,22604.92,C2121553239,0.0,0.0,M179266632,0.0,0.0,0,0
353,CASH_OUT,173572.89,C388839822,12421.0,0.0,C1495976012,3325853.89,3499426.78,0,0
130,TRANSFER,659438.76,C1435698663,0.0,0.0,C1233092832,1938639.77,2598078.53,0,0
153,PAYMENT,5406.03,C1270912690,0.0,0.0,M1690852645,0.0,0.0,0,0
226,CASH_IN,176029.87,C275997133,118995.0,295024.87,C756400097,605454.18,429424.3,0,0
458,PAYMENT,2382.26,C1339467012,58630.12,56247.86,M1897512066,0.0,0.0,0,0
378,PAYMENT,17891.52,C297397748,15442.21,0.0,M192081879,0.0,0.0,0,0
376,CASH_IN,144214.24,C613763116,921119.64,1065333.88,C2081880408,1781686.74,1637472.5,0,0
137,CASH_OUT,236303.99,C1911169763,0.0,0.0,C1182316677,2411003.68,2647307.67,0,0
353,CASH_OUT,136607.7,C1607213246,0.0,0.0,C487439947,1984165.17,2120772.87,0,0
687,CASH_IN,42100.17,C1300698072,13246.0,55346.17,C139420002,999084.19,956984.02,0,0
254,PAYMENT,1762.72,C1234585587,0.0,0.0,M1326342064,0.0,0.0,0,0
40,TRANSFER,281498.14,C835004127,0.0,0.0,C197310729,1737243.73,2078374.1,0,0
204,CASH_OUT,77637.44,C560346603,0.0,0.0,C1601253679,1005069.85,1082707.29,0,0
571,CASH_OUT,251841.22,C1705673649,0.0,0.0,C1701300191,1437221.66,1689062.88,0,0
382,PAYMENT,11576.82,C68290522,0.0,0.0,M240120509,0.0,0.0,0,0
212,CASH_OUT,72397.64,C638667267,69324.0,0.0,C666315904,217630.21,290027.84,0,0
10,PAYMENT,16101.61,C1385375357,149061.31,132959.7,M813751268,0.0,0.0,0,0
133,PAYMENT,11034.75,C1621045547,0.0,0.0,M45972854,0.0,0.0,0,0
402,CASH_OUT,150661.16,C407499053,7081.0,0.0,C470437455,366656.14,517317.3,0,0
403,CASH_OUT,149684.42,C590745886,181.0,0.0,C2114853719,0.0,149684.42,0,0
140,CASH_IN,195830.99,C2091179786,210266.5,406097.49,C2045435399,1482882.35,1287051.36,0,0
302,CASH_OUT,122390.42,C2033655412,246793.0,124402.58,C733510329,0.0,122390.42,0,0
234,TRANSFER,762667.93,C448039700,0.0,0.0,C1067449551,1321084.45,2083752.37,0,0
187,CASH_OUT,175109.76,C842449442,167904.0,0.0,C141228461,754868.48,929978.23,0,0
130,CASH_IN,263487.7,C64516650,21153.0,284640.7,C231391641,492368.42,228880.73,0,0
34,CASH_IN,238780.6,C710280772,41628.0,280408.6,C1010390776,1920278.19,2684024.92,0,0
132,CASH_OUT,95343.76,C1499226405,30612.0,0.0,C1384217866,0.0,95343.76,0,0
154,CASH_OUT,49856.58,C975437533,0.0,0.0,C1994443167,74114.87,123971.45,0,0
373,CASH_IN,282775.15,C1553448107,34934.0,317709.15,C1666996056,963195.96,680420.8,0,0
43,CASH_OUT,12866.8,C756256337,92353.0,79486.2,C1501363617,52610.86,65477.66,0,0
153,PAYMENT,12365.74,C966099324,5024.38,0.0,M840032652,0.0,0.0,0,0
406,PAYMENT,13452.66,C1824846071,13669.0,216.34,M210078248,0.0,0.0,0,0
380,CASH_IN,446747.01,C282187211,1422376.19,1869123.2,C1082929190,2636858.84,2190111.83,0,0
308,CASH_IN,307032.68,C640459198,281.0,307313.68,C1085483985,1833050.35,1526017.66,0,0
13,CASH_IN,217064.18,C54410183,3618963.16,3836027.33,C679241575,433780.0,216715.82,0,0
254,CASH_IN,11850.66,C1915513323,6560.0,18410.66,C1303542852,0.0,0.0,0,0
212,TRANSFER,273070.76,C531246916,0.0,0.0,C1831147946,307003.65,580074.41,0,0
189,PAYMENT,7954.45,C1715017899,186.0,0.0,M692736421,0.0,0.0,0,0
12,CASH_OUT,94579.4,C1384603854,81.0,0.0,C207471579,2461183.45,2301227.62,0,0
329,PAYMENT,8928.57,C491147269,0.0,0.0,M960852889,0.0,0.0,0,0
407,CASH_OUT,60399.51,C897425834,0.0,0.0,C1790625613,8536296.55,8596696.06,0,0
9,PAYMENT,5965.91,C2054896534,0.0,0.0,M896219393,0.0,0.0,0,0
37,CASH_OUT,77736.94,C564279879,0.0,0.0,C585002958,144190.1,221927.04,0,0
570,PAYMENT,8422.8,C898797399,14667.45,6244.65,M1758789420,0.0,0.0,0,0
353,PAYMENT,1643.35,C719992643,134980.0,133336.65,M751811441,0.0,0.0,0,0
234,CASH_IN,374091.98,C1052128356,16613274.61,16987366.59,C1738788077,3241817.04,2867725.06,0,0
16,PAYMENT,46451.86,C563838631,0.0,0.0,M208883655,0.0,0.0,0,0
326,CASH_OUT,251160.7,C1781342585,0.0,0.0,C275469353,643739.23,894899.93,0,0
279,CASH_IN,53843.66,C467295121,2148200.67,2202044.33,C1933808054,149626.76,95783.1,0,0
25,CASH_OUT,157192.84,C154367599,0.0,0.0,C65400425,9688608.86,9845801.7,0,0
329,CASH_OUT,292297.18,C2046384782,154.0,0.0,C874083502,0.0,292297.18,0,0
277,CASH_OUT,120277.42,C1026189162,29788.0,0.0,C644218955,130912.27,251189.68,0,0
305,TRANSFER,620660.24,C150679640,0.0,0.0,C1575086964,830904.92,1451565.16,0,0
38,CASH_OUT,232868.03,C1825331152,0.0,0.0,C201474142,2785213.61,3018081.65,0,0
188,PAYMENT,15874.17,C2040063613,22247.55,6373.37,M231754374,0.0,0.0,0,0
12,CASH_OUT,354147.45,C1784364393,14497.0,0.0,C1089101011,0.0,351188.46,0,0
331,PAYMENT,1606.42,C2106239899,0.0,0.0,M606607190,0.0,0.0,0,0
192,TRANSFER,449574.42,C213569621,103599.08,0.0,C846650980,517334.92,966909.35,0,0
159,CASH_IN,219903.49,C1336978498,566969.62,786873.11,C1830896522,730041.65,577570.46,0,0
252,PAYMENT,19456.07,C1679630760,0.0,0.0,M1485375585,0.0,0.0,0,0
